uid,tercio,n_estados,taxa_acordo,js_medio,js_pond
2f225bf762e982f4fbb040232a0b9fbe,1,112,0.9017857142857143,0.07976637569664634,0.07055462575581449
8875f21a35709c83903a7354f76356cb,1,77,0.6103896103896104,0.3468085649156141,0.34169690760653193
8875f21a35709c83903a7354f76356cb,2,22,0.7727272727272727,0.1333561030029398,0.13335610300293974
8875f21a35709c83903a7354f76356cb,3,31,0.9032258064516129,0.07455735635166112,0.09782439025158628
d0cc5e03e8c3eadd6f3d5e547fc8813c,1,77,0.7402597402597403,0.22396249249630618,0.24137573318011787
d0cc5e03e8c3eadd6f3d5e547fc8813c,2,72,0.6527777777777778,0.2076437659804953,0.2076437659804951
d0cc5e03e8c3eadd6f3d5e547fc8813c,3,41,0.975609756097561,0.011198728967980418,0.013632868826654846
2f225bf762e982f4fbb040232a0b9fbe,2,71,0.9295774647887324,0.031621301506849483,0.03211843262505651
2f225bf762e982f4fbb040232a0b9fbe,3,124,0.8629032258064516,0.08155468448738362,0.06585323606507969
22c059af98c4b9442cbd46737c2afbbf,1,148,0.9797297297297297,0.015616743560145235,0.015625477239856952
282986216bf73a7287cde5f78219e639,2,383,0.9477806788511749,0.04453927588206488,0.04092839302172831
ca7570b3abb9526769a7474909c56359,1,35,0.9142857142857143,0.046358748223518084,0.03468465946044742
ca7570b3abb9526769a7474909c56359,2,52,0.9038461538461539,0.04317523859589065,0.04587544306781012
ca7570b3abb9526769a7474909c56359,3,34,0.8529411764705882,0.09751715387113973,0.09751715387113978
282986216bf73a7287cde5f78219e639,3,355,0.923943661971831,0.06053584300428674,0.062387585327807846
CC6AD6C9-69E0-4A5D-9FA7-1B536E71F9AD,3,356,0.9578651685393258,0.04020021817646326,0.04404023640116161
645C455F-9808-4779-8C47-E00AC9162121,2,350,0.98,0.019999999373199042,0.02425682883533984
645C455F-9808-4779-8C47-E00AC9162121,3,366,0.9180327868852459,0.048617158666202406,0.05040318393444191
B058F38C-4FE8-4019-B0AD-EA70C155473E,1,129,0.8449612403100775,0.10527549680883477,0.12125509712843063
B058F38C-4FE8-4019-B0AD-EA70C155473E,2,93,0.967741935483871,0.024852452117220376,0.02425029171802898
B058F38C-4FE8-4019-B0AD-EA70C155473E,3,165,0.8787878787878788,0.0757925030662567,0.08067003712858532
9321f0a38dffa69f207c032c1f51c186,1,408,0.9117647058823529,0.05696348070535831,0.05876718001878566
9321f0a38dffa69f207c032c1f51c186,2,325,0.9384615384615385,0.05307512974650131,0.06092788271914147
9321f0a38dffa69f207c032c1f51c186,3,334,0.9730538922155688,0.02190294347583408,0.02662386851191196
50E3D3F2-48D1-4DF3-80A6-B9F52D73D19C,2,59,0.864406779661017,0.12391996424069925,0.13988722861056727
5220D330-3443-420B-A31F-0D49D902B40E,3,63,0.9523809523809523,0.02575486012417671,0.03747712559055179
