maze_name,complexidade_hibrida,taxa_acordo,js_divergencia,desvio_pct,n_estados,n_partidas,media_reflexoes,media_voltas,mediana_tempo,p90_backtracks,fluidez,sinuosidade,norm_reflexoes,norm_voltas,norm_tempo,norm_risco,norm_fluidez,score_base,score_final_raw
Tebrobank,22.42,0.746,0.1669,0.254,312,197,4.527918781725888,21.634517766497463,36.43146,43.0,0.2617312259438211,0.34902956350831216,0.2083749705210068,0.1721176561264813,0.2057690948461556,0.18886679920477134,0.7295496092023118,0.20032642968333692,0.05441650784287455
Port Ironpeak,37.27,0.7462,0.1906,0.2538,462,166,7.674698795180723,42.355421686746986,52.036455000000004,74.5,0.27771569722990064,0.41351526201258604,0.37089243135479766,0.35799496843687073,0.31184343919331975,0.3454274353876739,0.8110582882393901,0.35269988743728464,0.1904882297894066
Mount Xeprice,11.01,0.7474,0.1909,0.2526,96,224,0.9955357142857143,6.169642857142857,9.005358999999999,7.0,0.18952618453865336,0.3446384039900249,0.025942794023743082,0.033389664604932125,0.019341243919314296,0.009940357852882702,0.36135866691708607,0.022166683826804156,-0.05010504955661306
Annmits Upon Biglonfield,30.12,0.7487,0.1962,0.2513,200,166,6.210843373493976,30.1144578313253,41.89734,49.0,0.25573744182314234,0.4011394639704702,0.2952906844442735,0.24818714005777914,0.24292320077699872,0.21868787276341944,0.6989858565847697,0.2647862709359983,0.12498909961904436
South Myardstian,52.4,0.7492,0.1978,0.2508,324,172,10.622093023255815,54.383720930232556,76.52094500000001,94.0,0.2786392595263854,0.37480466402211804,0.5231124861329642,0.46589508436083205,0.47827580417803767,0.4423459244532802,0.8157677554121006,0.4922700972288289,0.3291165461464088
Willow Wind,37.51,0.7496,0.1934,0.2504,668,163,7.331288343558282,38.31901840490798,47.96598,75.40000000000003,0.25875452820424355,0.3591512851474901,0.35315677955110175,0.32178632636620014,0.2841745442781645,0.34990059642147125,0.7143707086116542,0.33557205055209804,0.1926979088297672
New Lighthaven,18.49,0.75,0.1787,0.25,169,187,3.748663101604278,21.989304812834224,36.82785,34.0,0.2694279270043059,0.4215706376871027,0.16812981390625112,0.17530028092265015,0.20846354039745324,0.14413518886679919,0.7687969465183566,0.17211468089824108,0.01835529159456975
Moonshadow Mill,12.46,0.75,0.1834,0.25,185,195,1.7897435897435898,10.902564102564103,22.68351,15.0,0.22684490519710818,0.29000136407038607,0.06696016630325786,0.07584643598235802,0.11231794139384138,0.04970178926441351,0.5516558353241137,0.07346867288151572,-0.03686249418330702
Prince Salnash,15.23,0.7505,0.2041,0.2495,518,167,1.5149700598802396,16.023952095808383,25.64959,32.0,0.21999071279312749,0.3106570698862317,0.05276931210093236,0.12178795663931409,0.1324797544082792,0.13419483101391647,0.5167046530975874,0.09189836879883673,-0.011442561820680763
Honeydew Hollow,17.88,0.7507,0.2082,0.2493,370,170,1.0647058823529412,5.129411764705883,14.287945,9.0,0.1376691977550347,0.1439418950148564,0.029515131470805495,0.024058249315904685,0.05524941604032483,0.019880715705765405,0.09692736881985178,0.032189417016211266,0.012803943252240907
